title,text,label
 mundo acorda na tercafeira e descobre que ontem nao foi um pesadelo,o mundo acordou hoje um pouco atrasado depois de dormir um sono leve e inquieto nesta madrugada segundo testemunhas.  pessoas de todo o planeta abriram os olhos com esperanca de que o dia de ontem tivesse sido um pesadelo horrivel. eu acordei e fui logo no celular.  em vez de descobrir que foi um pesadelo o numero de vitimas tinha passado para 59 diz um ser humano. outra pessoa que acordou assustada ouviu no radio uma musica de tom petty e sentiu uma ponta de alivio.  logo depois o radialista falou que a morte dele havia sido confirmada diz. os eua ja anunciaram uma medida radical para evitar a escalada dos numeros de massacres com armas automaticas.  apos um homem levar 23 rifles de assalto para um quarto de hotel sem ser incomodado esse tipo de arma so sera vendido para quem se comprometer por escrito a matar menos de dez pessoas em massacres. nao podemos bater um novo recorde de mortes disse donald trump. ,satire
 lula diz que nunca na historia desse pais um expresidente foi tao indiciado,mais uma vez indiciado agora pelo triplex que garante nao ser seu.  o expresidente lula manteve o entusiasmo apesar dos problemas com a justica.  assegurei no inicio do meu mandato que mudariamos a historia desse pais e estamos mudando.  nunca na historia um expresidente foi tao indiciado quanto eu.  isso o fernando henrique nao reconhece disse ele sem esquecer a disputa com o tucano. alem de lula sua mulher tambem foi indiciada no inquerito que apura a propriedade do triplex no guaruja.  o expresidente nao conseguiu falar indiciado. ,satire
 impossibilitado de ser ministro pela justica moreira se filia ao psdb para escapar da lava jato,a justica suspendeu por liminar a nomeacao de moreira franco ministro.  o cargo lhe dava foro especial na lava jato e com a suspensao moreira passa a poder ser processado normalmente como qualquer outro.  a justica so nao contavam com uma carta na manga de moreira ele se filiou ao psdb. infelizmente nao poderemos fazer mais nada.  ele caiu numa especie de buraco negro.  ninguem jamais voltou de la disse um procurador. a onu ja esta pensando inclusive em transformar o documento de filiacao no psdb num equivalente as embaixadas ali as pessoas poderao ter asilo nao sendo presas. ja e assim na pratica vamos apenas formalizar. ,satire
 mpf diz que organizadores da olimpiada usaram anabolizantes na propina,a policia federal executou hoje mais uma acao da lava jato no rio de janeiro.  chamada unfair play ela investiga a compra de jurados na eleicao da cidade sede da olimpiada de 2016 e levou o presidente do cob carlos arthur nuzman para depor na delegacia.  o ministerio publico federal pediu o bloqueio de 1 bilhao de reais de nuzman e empresarios como arthur cesar soares de menezes filho o rei arthur ligado a cabral que lucraram construindo a infraestrutura dos jogos. nuzman ja pediu um habeas corpus preventivo mas sua lingua continua presa segundo os advogados.  segundo a pf os membros do cob foram testados e poderao ser pegos no antidoping por uso de oleo de peroba e anabolizantes na propina. segundo uma pesquisa o fato de que olimpiada do rio foi fraudada desde o inicio surpreendeu um total de nenhum brasileiro. a pf distribuira tornozeleiras de ouro prata e bronze para quem roubou mais na olimpiada do rio,satire
 vendedoras de ca e leader aprendem olhar de caes para conseguir vender cartao da loja,um curso bastante inusitado esta sendo feito por grupos de funcionarias de grandes magazines como c a leader renner e marisa.  elas estao aprendendo a simular o chamado olhar pidao de caes para um objetivo muito especifico conseguir que consumidores facam o cartao da loja.  apenas oferecer e dizer os beneficios nao estava adiantando.  era preciso apelar para o tipo de coisa que os seres humanos realmente dao valor como caezinhos fofos diz a coordenadora do curso carina lopes. uma loja do interior de sao paulo que foi pioneira no curso ja conseguiu aumentar em 10 os usuarios de cartoes.  algumas pessoas penalizadas fazem ate mais de um cartao.  duas mulheres quiserem ate adotar uma vendedora cuja performance e extremamente realista.  ,satire
 apos decadas em coma homem ve mad max e collor na cpi e acha dormiu alguns dias,carlos alberto antunes estava em coma havia decadas nem mesmo a familia sabia precisar desde quando.  carlos alberto ficou assim apos um acidente de carro e poucos eram os que tinham alguma esperanca de que um dia ele recobrasse a lucidez. pois este dia aconteceu.  na manha de hoje carlos abriu os olhos pela primeira vez depois de muitos anos.  ainda sem saber exatamente o que havia acontecido carlos alberto passou os olhos sobre um jornal e se deparou com algumas noticias como mad max fazendo sucesso e fernando collor de mello sendo investigado em uma cpi.  foi o suficiente para o paciente achar que havia dormido apenas alguns poucos dias. recentemente um homem no rio de janeiro que estava em coma desde a decada de 90achou que tinha passado somente uma noite no hospital quando acordou e se deparou com o botafogo campeao e um trailer do novo filme da franquia jurassic park. ,satire
 marcela temer entra no instagram para ver se filtros deixam governo mais bonito,a primeiradama marcela temer fez sua estreia no instagram na manha de hoje.  sua primeira foto foi tirada durante um evento com primeirasdamas vicegovernadores e prefeitas com a legenda ola.  comeco hoje no instagram.  o perfil de marcela no entanto e bloqueado e nao permite que seus seguidores comentem em suas publicacoes. pouco depois de fazer seu primeiro post marcela disse em entrevista que adorou os filtros e pretende usalos. tem uns muito bonitinhos que deixam as coisas mais coloridas e vibrantes embelezam as fotos e com certeza serao utilizadas para deixar o governo de michel mais bonito contou.  uma boa foto com o filtro certo pode fazer milagres quem sabe da certo. animado temer promete que em breve tambem vai aderir as novidades.  semana que vem entro no orkut disse o presidente. veja a primeira postagem,satire
 dilma remarca entrevista de emprego que havia cancelado mais cedo,a por enquanto presidente dilma foi vista mais cedo marcando uma entrevista de emprego que havia conseguido atraves do linkedin.  apos a decisao de waldir maranhao no comeco da tarde que suspendia o impeachment dilma ligou para a empresa desmarcando a entrevista. segundo fontes apos a decisao de renan calheiros de dar prosseguimento ao processo de impeachment dilma teria tentado remarcar a entrevista cancelada anteriormente. ainda sem saber se amanha ainda sera presidente da republica dilma esta com dificuldades de montar sua agenda.  amanha por exemplo as 9h da manha dependendo se ainda for chefe da nacao ou nao dilma podera fazer hidroginastica ou se reunir com o embaixador do tadjiquistao.  ,satire
 lula deve assumir ministerio mas afirma que a casa civil e de um amigo,demorou teve muita espera e conversa e muito assessor jogando war enquanto aguardava objetivo destruir psdb pmdb e outro partido a sua escolha que a noticia se confirmasse.  mas ela ta quase certa segundo fortes rumores nas redes sociais lula devera assumir mesmo um ministerio no governo dilma.  ficara no cargo de ministro da casa civil.  mas o expresidente correu e veio a publico esclarecer que esta casa nao e dele.  e de um amigo.  um grande amigo que sempre o convida para ir la coisa comum entre amigos. agora que todos respiram aliviados ja que o expresidente estara mais protegido das garras do juiz moro dilma esta feliz de poder contar com lula no governo.  ela que chegou a oferecer a propria presidencia a lula esta feliz de poder dividir todo o vodu direcionado ao palacio do planalto com o companheiro.  ,satire
 de olho na classe media aecio lanca o meu bmw minha vida,o candidato a presidencia pelo psdb aecio neves disse hoje que a classe media brasileira esta abandonada pelo governo.  ele propos a criacao do meu bmw minha vida um programa que vai financiar veiculos de luxo para familias.  temos que resgatar a tradicao da classe media brasileira.  o trabalhador pobre tem todos os auxilios mas a classe mais abastada esta perdendo tudo.  nem empregada podem mais ter disse o tucano. outra promessa de aecio e trazer de volta a capital ao rio de janeiro.  analistas aprovaram a medida.  como ele vive no rio ficara bastante tempo na capital disse um cientista politico. nelito fernandes,satire
 brasileiro ordenha vaca e planta cacau para economizar na pascoa,em meio a repetitiva polemica em torno do que e mais vantajoso comprar ovo de pascoa ou barra de chocolate rogerio alves pai de dois filhos resolveu economizar de verdade esse ano e decidiu plantar cacau e ordenhar leite direto da vaca para fazer seu proprio chocolate. as pessoas estao sempre discutindo e dizendo que ovo de pascoa e muito caro e que quem e inteligente so compra barra de chocolate.  quem diz esse tipo de coisa nao deve ter crianca em casa senao ficaria ouvindo choro durante a pascoa inteira das criancas que nao ganharam ovo disse rogerio. rogerio revelou que ja produziu alguns ovos e que ficaram bons.  e so encher de acucar que fica bom as criancas so querem sentir gosto de doce.  ja estou ate pensando em vender aqui no bairro,satire
 rainhas de bateria esgotam antidepressivos com bethania musa do carnaval carioca,nao teve coxao de jogador de futebol barriga de tanquinho e nem chapinha no cabelo que consagrasse alguma rainha de bateria como musa do carnaval carioca este ano.  com cabelos crespos grisalhos rugas e pouco mais de 50 quilos no corpo magro maria bethania foi musa do carnaval carioca campea e amuleto da estacao primeira de mangueira.  o resultado que foi feliz para muita gente teve efeitos colaterais ao fim dos dias de folia as rainhas de baterias das escolas invadiram as farmacias em busca de antidepressivos. claudia leitte gracyanne barbosa sabrina sato e viviane araujo amanheceram nesta segundafeira sem acreditar que tantos meses de preparacao serviram apenas para que elas cumprissem tabela na avenida.  o jeito foi cair no prozac e no zoloft. desde quartafeira de cinzas eu ja receitei mais de cem antidepressivos para rainhas e musas de bateria passistas e esposas de presidentes de escola metidas a gostosas diz a psiquiatra carioca janaina mendes.  e ja deixei claro que nao pode misturar o remedio com whey. ,satire
 vegana trava luta na justica para retirar leite de seu sobrenome,a vegana maria de fatima amaral leite trava uma luta na justica pela mudanca do seu nome.  segundo ela ter o sobrenome leite sendo vegana e motivo de bullying diario por seus amigos sou vegana nao quero consumir leite nem no meu nomemaria de fatima quer passar a se chamar maria de fatima amaral horta. o caso ja tem precedentes na justica.  ano passado o vegetariano felipe leitao mudou seu nome para felipe figueira.  maria de fatima esta confiante na vitoria leite serve apenas para amamentar nao serve para mais nada.  apos o episodio maria de fatima foi convidada para ser garota propaganda da jontex. por cacofonias,satire
 lula ganha nobel de ficcao por artigo de defesa na folha,lula publicou nessa manha um artigo em sua defesa na folha de sao paulo intitulado por que querem me condenar.  o artigo conta a trajetoria pessoal e politica de lula traz acusacoes de perseguicao e afirmacoes de que o expresidente nunca fez nada ilegal que pudesse manchar sua imagem.  considerada pela academia uma das maiores obras de ficcao de todos os tempos o artigo garantiu a lula o premio nobel de ficcao categoria criada especialmente para ele. depois da oferecer o nobel de literatura ao compositor bob dylan decidimos nos arriscar e criar essa categoria exclusivamente para lula.  os esforcos literarios utilizados por ele para se defender merecem ser reconhecidos e arriscamos dizer que nao houve na historia mundial outra obra de ficcao tao bem escrita e que nos envolvesse tanto.  talvez apenas game of thrones mas george r.  r.  martin que se contente com o emmy diz o texto publicado pela academia. o artigo teria chegado ate o papa francisco que cogitou canonizar lula porem nao conseguiu encontrar nenhum endereco em nome do expresidente para lhe enviar oficialmente o convite da igreja. ,satire
 zoologico do rio fecha e sera substituido por aplicativo em tablet para criancas,por falta de condicoes adequadas para a manutencao do bemestar dos animais o ibama fechou o jardim zoologico do rio hoje.  assim que foi cobrado sobre o problema o prefeito eduardo paes minimizou o fechamento e anunciou que o zoologico do rio sera substituido por um zoologico virtual em um aplicativo de tablet para as criancas. hoje em dia crianca so quer saber de ficar em joguinho e aplicativo no tablet.  nao sei porque toda essa comocao pelo fechamento de um zoologico.  as olimpiadas estao chegando ai vamos pensar nos jogos esquecam esses bichos disse eduardo paes. a prefeitura do rio planeja pegar alguns animais do zoologico abandonado para usar em charretes nas olimpiadas e melhorar a mobilidade na cidade.  o importante sao os jogos gente nao ja deixei isso claro teria dito o prefeito. bruno machado,satire
 homem esquece dia dos namorados mas lembra escalacao do flamengo de 1983,o dia dos namorados nao comecou bem na casa do advogado leandro teixeira 42 anos e da professora universitaria diana loureiro 39.  ela acordou cedinho cheia de amor pra dar e um presente especial para o marido.  mas leandro ainda com sono olhou aquilo tudo e perguntou do que se tratava.  esperta diana fez um pedido a ele queria que o marido dissesse a escalacao completa do time do flamengo de 1983.  leandro falou e nao errou um so jogador.  depois ela perguntou que dia era hoje.  leandro tonto respondeu nao e o dia do meu aniversario e nao e so mes que vem. o tempo fechou.  a memoria seletiva de leandro deixou diana no limite do odio. diana devolveu o presente um mac air novinho para a loja e com o dinheiro comprou um vestido decotado com o qual pretende sair com as amigas solteiras hoje a noite.  leandro esta desolado porque ela nao atende suas ligacoes.  e ja fez uma promessa um ano sem futebol se ela o perdoar. ,satire
 protesto contra cunha reune milhares de invisiveis em frente a fiesp,milhares de pessoas que foram as ruas protestar contra a contra a corrupcao estao agora reunidos em frente a sede da fiesp protestando contra eduardo cunha.  em vez do tradicional verde e amarelo os participantes estao usando mantos de invisibilidade e por isso nao podem ser detectados por olhos comuns. no dia em que podera ter seu mandato cassado cunha nao sofreu nenhuma pressao popular a nao ser desses bravos patriotas invisiveis que lotam a avenida paulista nessa tarde de sol. especialistas tambem detectaram sons emitidos por panelas antiruido o som nao pode ser registrado por ouvidos humanos mas equipamentos da usp registraram os sons emitidos pelas panelas silenciosas contra eduardo cunha. ,satire
 g20 trump quer encontrar com temer so para ver alguem mais impopular ,o presidente americano donald trump quer ser fotografado ao lado do brasileiro michel temer.  assessores de trump dizem que ele esta feliz por finalmente ter a janice de encontrar alguem mais impopular. ele passa por uma crise interna e quer mostrar aos americanos que tudo sempre pode piorar disse uma pessoa proxima a trump. o presidente americano quer caprichar para a fotografia.  ele ja encomendou ate mesmo uma banheira de doritos para ficar mais laranja.  ,satire
 motoristas bebados mudam de trajeto pensando que lua e o balao da lei seca,a lua enorme e cheia desta noite de domingo gerou um fenomeno nas grandes capitais brasileiras desde que o sol se pos motoristas de automoveis e motocicletas que haviam bebido olharam a lua no ceu e desesperados comecaram a mudar de trajeto achando que se tratava do balao da lei seca. as mudancas de rumo ocasionaram um caos geral no transito de muitos bairros.  alguns motoristas saltaram dos carros em panico porque depois de mudar o caminho varias vezes acreditavam que estavam sendo perseguidos pelo balao. ,satire
 professora que xingou aluno de macaco e a prova que darwin estava errado e homem nao evoluiu,cientistas do mundo inteiro estao revendo as teorias de darwin depois que uma professora do rio de janeiro chamou seu aluno negro de macaco dentro de sala de aula.  segundo eles a atitude da professora e a prova cabal de que o ser humano nao evoluiu. a professora do instituto de educacao clecia nanci em sao goncalo na regiao metropolitana do rio foi afastada.  durante a discussao ela grita com o aluno que sentado responde em voz baixa. na semana que vem os cientistas vao se reunir para decidir se o homem ainda pode ser chamado de animal ja que isso e uma ofensa aos animais. a briga foi gravada em video veja ,satire
 apos demitir ministro por telefone dilma e orientada a cortar gastos e demitir por whatsapp,a demissao por telefone do ministro da saude artur chioro repercutiu mal em brasilia.  dilma foi acusada pela oposicao de dar mau exemplo durante um periodo de corte de gastos e um absurdo demitir alguem por telefone em dias como os de hoje onde se pode fazer isso por whatsapp por exemplo declarou um parlamentar de oposicao. por conta disso dilma foi orientada por sua equipe tecnica e a partir de agora so demitira ministros e secretarios por audio de whatsapp inbox do facebook e dm do twitter. ,satire
 bandidos incendeiam corcel 72 no rio e dono agradece,sentado no meio fio enquanto olhava o seu velho corcel 72 pegando fogo o pedreiro antonio bernardo era a imagem da felicidade.  me livrei dessa tranqueira comemorava ele enquanto o que restava do carro era consumido pelas chamas.  eu agora vou poder ter uma vida.  esse carro levava tudo o que eu tinha disse o pedreiro.  ele contou que nao tinha coragem de se desfazer do veiculo e ninguem queria compralo.  o pedreiro que e evangelico e em vez do adesivo foi deus quem me deu usava no carro um escrito foi o que capeta que me deu. otileno junior,satire
 de pelo negro e crespo cao de feliciano diz que nao se sente representado pelo dono,apos a mae de feliciano que em foto exclusiva para o sensacionalista disse que nao se sentia representada pelo filho foi a vez do caozinho de feliciano vir as redes sociais protestar.  segundo o animal ele nao se sente representado pelo fato de ter o pelo negro e crespo alem disso sentese desconfortavel por nao ser um cao pastor. seu cachorro alem de se opor nas redes sociais esta organizando varias assinaturas de caes castrados que segundo feliciano perderam a masculinidade e nao mais poderao entrar no reino dos ceus ou em algum novo projeto de arca de noe.  com esta adesao a oposicao feita pelo caozinho parece que nem mais as vendedoras de avon e testemunhas de jeova querem papo com o lider da comissao pelos direitos humanos. lidiane oliveira beckrrousi e vinicius antunes,satire
 pm nao para e prova que no rio ate greve e feita de ma vontade e corpo mole,a policia militar do rio de janeiro trabalhou hoje normalmente.  a anunciada greve acabou nao acontecendo e o carioca mais uma vez provou que nao faz aquilo que combina com os amigos. de noite teve aquela coisa de passa la na greve amanha e ninguem nao foi.  todo mundo trabalhando normalmente e ate mais disse um policial. para deixar a greve ainda pior fez sol.  tu acha que eu ia fazer greve com um sol desses fui a praia claro.  que greve o que. ,satire
 liberacao de marcha da maconha pode provocar caos aereo por causa da fumaca,o brasil pode viver um caos aereo parecido com o que vivem os paises com vulcoes.  a avaliacao e de especialistas que ficaram preocupados com a liberacao da marcha da maconha pelo stf hoje.  muitos maconheiros juntos marchando podem fazer uma nuvem de fumaca maior ainda do que um vulcao advertiu sergio meirelles especialista em vulcoes. os juizes defenderam a liberacao das marchas alegando que a maconha nao leva a drogas pesadas.  na verdade previne.  voce nao ve nenhum maconheiro fa do restart disse um juiz. otileno junior,satire
 revelado novo emoji de iphone e homenagem a brasileiros,o brasileiro paga altos impostos sem receber nada de volta a educacao e uma das piores do mundo a saude publica esta em ruinas o planalto e o congresso eleicao apos eleicao estao cheio de corruptos servidores aposentados nao recebem salarios. . .  diante de tantas situacoes revoltantes os criadores dos emojis resolveram homenagear os brasileiros com uma imagem propria e bastante adequada. nada melhor do que este palhaco para representar pessoas que nao enganadas pelo poder publico e pelas empresas privadas diz helton stovski coordenador de criacao da emoji. stovski lembra que antes do palhaco ja havia um emoji que de certa forma ja representava os brasileiros a berinjela. ,satire
 marombeiro beija mulher a forca sem perceber que ja estava em casa e que agarrou a propria mae,o instrutor de voo livre marcos oliveira chegou em casa na noite de ontem vindo do carnaval de rua de macae rj bastante intoxicado por alcool segundo vizinhos.  ainda segundo moradores ele e viciado em academia e que admite abertamente o uso de esteroides anabolizantes e tem o costume de agarrar mulheres em baladas. o que marcos nao esperava era que o alcool fosse lhe tirar o discernimento desta forma.  agarrou a propria mae a forca e so percebeu depois de ter rasgado a blusa da mesma e puxado seu cabelo.  mas sera que se arrependeu foi foda broder peguei a velha pela cintura puxei o cabelo e ja mandei pra dentro escreveu ele depois numa rede social.  aparentemente marcos nao se arrependeu.  e mais uma pode anotar ai cachorrao gege piroquinha e frank escreveu ele no facebook. mz,satire
 marco feliciano condena beijo que neymar mandou para uruguaio,em mais um video que vazou na internet marco feliciano aparece em um culto realizado ontem a noite condenando o beijo que neymar mandou para o jogador uruguaio durante o jogo do brasil.  segundo feliciano o beijo foi uma manifestacao de doenca grave e neymar deveria ir para o departamento medico a prova disso foi que sequer conseguiu terminar a partida. segundo previsoes do pastor o brasil deve perder a final em punicao de deus contra o ato homossexual.  a certeza e tao grande que marco feliciano pediu que seus fieis invistam contra o brasil nas casas de aposta para que ganhem dinheiro e depois doem os 10 por cento para a igreja.  ,satire
